VIEWS,METHOD,NORMAL_WEIGHT,PHONE_WEIGHT,FILE_EER,WORST_CHANNEL_EER,MIN_CHANNEL_DELTA,ROBUST_OBJECTIVE
2,soft,1.0,0.1,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,soft,1.0,0.2,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,soft,1.0,0.30000000000000004,0.18290909090909088,0.19782608695652174,-0.09347826086956519,0.1903675889328063
2,soft,1.0,0.4,0.1847272727272727,0.19782608695652174,-0.09347826086956519,0.19127667984189722
2,soft,1.0,0.5,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,1.0,0.6000000000000001,0.17527272727272727,0.19782608695652174,-0.09347826086956519,0.1865494071146245
2,soft,1.0,0.7000000000000001,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,soft,1.0,0.8,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,soft,1.0,0.9,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,soft,1.0,1.0,0.1770909090909091,0.19782608695652174,-0.09347826086956519,0.18745849802371542
2,hard,0.0,0.0,0.17527272727272727,0.17979797979797982,0.0,0.17753535353535355
2,hard,0.0,0.1,0.16945454545454547,0.17979797979797982,0.0,0.17462626262626263
2,hard,0.0,0.2,0.16945454545454547,0.17979797979797982,0.0,0.17462626262626263
2,hard,0.0,0.30000000000000004,0.17527272727272727,0.19574468085106386,-0.035638297872340435,0.18550870406189557
2,hard,0.0,0.4,0.1770909090909091,0.19574468085106386,-0.035638297872340435,0.18641779497098648
2,hard,0.0,0.5,0.17527272727272727,0.17979797979797982,0.0,0.17753535353535355
2,hard,0.0,0.6000000000000001,0.16763636363636364,0.17979797979797982,0.0,0.17371717171717171
2,hard,0.0,0.7000000000000001,0.16945454545454547,0.17979797979797982,0.0,0.17462626262626263
2,hard,0.0,0.8,0.16945454545454547,0.17979797979797982,0.0,0.17462626262626263
2,hard,0.0,0.9,0.16945454545454547,0.17979797979797982,0.0,0.17462626262626263
2,hard,0.0,1.0,0.17527272727272727,0.17979797979797982,0.0,0.17753535353535355
2,hard,0.1,0.0,0.16763636363636364,0.17979797979797982,0.0,0.17371717171717171
2,hard,0.1,0.1,0.16763636363636364,0.17979797979797982,0.0,0.17371717171717171
2,hard,0.1,0.2,0.16763636363636364,0.17979797979797982,0.0,0.17371717171717171
2,hard,0.1,0.30000000000000004,0.16763636363636364,0.19574468085106386,-0.035638297872340435,0.18169052224371374
2,hard,0.1,0.4,0.16763636363636364,0.19574468085106386,-0.035638297872340435,0.18169052224371374
2,hard,0.1,0.5,0.16763636363636364,0.17979797979797982,0.0,0.17371717171717171
