WF,WV,MEAN_OVERALL_D,WORST_OVERALL_D,WORST_GROUP_D,MEAN_GROUP_D,WORST_COND_V_EER_D,MEAN_COND_V_EER_D
0.25,0.05,0.005739412761151863,0.0027173913043478937,-0.02066666666666661,0.009588231005424174,0.0,-0.0029166666666666646
0.25,0.1,0.004766198475437605,-0.0010326086956521374,-0.02066666666666661,0.009611775684697442,0.037500000000000006,0.00010416666666667254
0.25,0.15,0.005873341332580412,-0.0010326086956521374,-0.02066666666666661,0.009303284768865041,0.037500000000000006,-0.005312500000000012
0.25,0.2,0.007507269904009017,0.0027173913043478937,-0.016666666666666607,0.010553006682101967,0.037500000000000006,-0.006979166666666675
0.25,0.25,0.008078698475437601,0.0027173913043478937,-0.016666666666666607,0.011184078243095665,0.037500000000000006,-0.00864583333333334
0.25,0.3,0.00832869847543763,0.0027173913043478937,-0.02066666666666661,0.010884671494856878,0.037500000000000006,-0.010312500000000006
0.25,0.35,0.008042984189723296,0.0027173913043478937,-0.016666666666666607,0.011160533563822406,0.037500000000000006,-0.008229166666666671
0.25,0.4,0.007882269904009004,0.0027173913043478937,-0.02066666666666661,0.011648483137422703,0.037500000000000006,-0.007812500000000002
0.3,0.0,0.005608766233766188,0.0,-0.016666666666666607,0.009984175890124673,0.0,0.0
0.3,0.05,0.006019480519480508,0.0,-0.02066666666666661,0.010181432100729049,0.0,-0.0029166666666666646
0.3,0.1,0.0050462662337661945,-0.003750000000000031,-0.02066666666666661,0.010204976780002317,0.037500000000000006,0.00010416666666667254
0.3,0.15,0.006153409090909057,-0.003750000000000031,-0.02066666666666661,0.00989648586416991,0.037500000000000006,-0.005312500000000012
0.3,0.2,0.007787337662337607,0.0,-0.016666666666666607,0.011146207777406839,0.037500000000000006,-0.006979166666666675
0.3,0.25,0.00835876623376619,0.0,-0.016666666666666607,0.011777279338400538,0.037500000000000006,-0.00864583333333334
0.3,0.3,0.00860876623376619,0.0,-0.02066666666666661,0.01147787259016175,0.037500000000000006,-0.010312500000000006
0.3,0.35,0.008323051948051885,0.0,-0.016666666666666607,0.011753734659127274,0.037500000000000006,-0.008229166666666671
0.3,0.4,0.008162337662337621,0.0,-0.02066666666666661,0.01224168423272757,0.037500000000000006,-0.007812500000000002
0.35,0.0,0.003784734966120862,-0.010529891304347783,-0.010529891304347783,0.011785008424039269,0.0,0.0
0.35,0.05,0.004195449251835126,-0.010529891304347783,-0.010529891304347783,0.011982264634643644,0.0,-0.0029166666666666646
0.35,0.1,0.003222234966120896,-0.014279891304347703,-0.014279891304347703,0.01200580931391692,0.037500000000000006,0.00010416666666667254
0.35,0.15,0.004329377823263703,-0.014279891304347703,-0.014279891304347703,0.011697318398084508,0.037500000000000006,-0.005312500000000012
0.35,0.2,0.005963306394692225,-0.010529891304347783,-0.010529891304347783,0.01294704031132143,0.037500000000000006,-0.006979166666666675
0.35,0.25,0.006534734966120809,-0.010529891304347783,-0.010529891304347783,0.013578111872315128,0.037500000000000006,-0.00864583333333334
0.35,0.3,0.006784734966120809,-0.010529891304347783,-0.012499999999999956,0.013278705124076345,0.037500000000000006,-0.010312500000000006
0.35,0.35,0.006499020680406559,-0.010529891304347783,-0.012499999999999956,0.013554567193041855,0.037500000000000006,-0.008229166666666671
0.35,0.4,0.006338306394692239,-0.010529891304347783,-0.012499999999999956,0.01404251676664215,0.037500000000000006,-0.007812500000000002
0.4,0.0,0.003986033667419592,-0.010529891304347783,-0.017934782608695632,0.009796613484650626,0.0,0.0
0.4,0.05,0.004396747953133856,-0.010529891304347783,-0.024831334332833577,0.009993869695255,0.0,-0.0029166666666666646
0.4,0.1,0.0034235336674195704,-0.014279891304347703,-0.024831334332833577,0.010017414374528275,0.037500000000000006,0.00010416666666667254
0.4,0.15,0.0045306765245624325,-0.014279891304347703,-0.021333333333333315,0.009708923458695866,0.037500000000000006,-0.005312500000000012
0.4,0.2,0.006164605095990955,-0.010529891304347783,-0.021333333333333315,0.01095864537193279,0.037500000000000006,-0.006979166666666675
0.4,0.25,0.006736033667419539,-0.010529891304347783,-0.021333333333333315,0.011589716932926488,0.037500000000000006,-0.00864583333333334
0.4,0.3,0.006986033667419567,-0.010529891304347783,-0.021333333333333315,0.011290310184687702,0.037500000000000006,-0.010312500000000006
0.4,0.35,0.006700319381705289,-0.010529891304347783,-0.021333333333333315,0.011566172253653228,0.037500000000000006,-0.008229166666666671
0.4,0.4,0.006539605095990997,-0.010529891304347783,-0.021333333333333315,0.012054121827253524,0.037500000000000006,-0.007812500000000002
