DATASET,STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_EXPERT_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,ADS_DELTA_VS_ANCHOR
yue,mixed_hard_router,0.3,0.3,0.2999999999999999,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.3,0.4,0.3170716309329893,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.3,0.4,0.39943933289746447,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.3,0.4,0.2999999999999999,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.3,0.4,0.3167499999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.3,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.3,0.4,0.2999999999999999,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.3,0.4,0.347,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.3,0.4,0.30974999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,mixed_hard_router,0.3,0.4,0.35403225806451605,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.3,0.5,0.3341432618659786,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.3,0.5,0.4988786657949289,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.3,0.5,0.2999999999999999,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.3,0.5,0.33349999999999996,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.3,0.5,0.5,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.3,0.5,0.2999999999999999,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.3,0.5,0.3939999999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.17714285714285716,0.9928,0.9989142857142856,0.7699220779220779,0.9958571428571428,0.7925155844155845,0.01200000000000001
phone,mixed_hard_router,0.3,0.5,0.3195,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,mixed_hard_router,0.3,0.5,0.4080645161290322,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.4,0.0,0.33171347626804293,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.4,0.0,0.0022426684101422623,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_soft_router,0.4,0.0,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.0,0.333,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_hard_router,0.4,0.0,0.0,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_hard_router,0.4,0.0,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.0,0.212,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.4,0.0,0.36099999999999993,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.4,0.0,0.18387096774193545,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.4,0.025,0.3359813840012902,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.4,0.025,0.027102501634508395,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.4,0.025,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.025,0.3371875,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.4,0.025,0.025000000000000022,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_hard_router,0.4,0.025,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.025,0.22375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.4,0.025,0.3634375,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.4,0.025,0.1973790322580644,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.4,0.05,0.34024929173453755,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.4,0.05,0.05196233485887447,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_soft_router,0.4,0.05,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.05,0.341375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.4,0.05,0.04999999999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_hard_router,0.4,0.05,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.05,0.23550000000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.4,0.05,0.36587499999999995,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.4,0.05,0.2108870967741935,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.4,0.075,0.3445171994677848,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.4,0.075,0.07682216808324059,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.4,0.075,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.075,0.34556250000000005,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.4,0.075,0.075,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_hard_router,0.4,0.075,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.075,0.24724999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.4,0.075,0.3683125,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.4,0.075,0.22439516129032258,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.4,0.1,0.34878510720103223,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.4,0.1,0.10168200130760667,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.4,0.1,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.1,0.34974999999999995,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.4,0.1,0.09999999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_hard_router,0.4,0.1,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.1,0.259,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.4,0.1,0.37074999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.4,0.1,0.23790322580645165,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.4,0.15,0.35732092266752674,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.4,0.15,0.15140166775633893,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.4,0.15,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.15,0.358125,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.4,0.15,0.15,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_hard_router,0.4,0.15,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.15,0.2825,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.4,0.15,0.375625,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.4,0.15,0.26491935483870965,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.4,0.2,0.3658567381340215,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.4,0.2,0.20112133420507117,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.4,0.2,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.2,0.36650000000000005,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.4,0.2,0.2,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_hard_router,0.4,0.2,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.2,0.306,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.4,0.2,0.38049999999999995,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.4,0.2,0.29193548387096785,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.4,0.25,0.37439255360051604,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.4,0.25,0.2508410006538034,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.4,0.25,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.25,0.37487500000000007,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.4,0.25,0.25,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.4,0.25,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.25,0.3295,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.4,0.25,0.38537499999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,mixed_hard_router,0.4,0.25,0.3189516129032258,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.4,0.3,0.38292836906701067,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.4,0.3,0.30056066710253554,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_soft_router,0.4,0.3,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.3,0.38325,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.4,0.3,0.29999999999999993,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_hard_router,0.4,0.3,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.3,0.353,400,400,350,350,0.26472727272727276,0.22285714285714286,0.17714285714285716,0.9928,0.9989142857142856,0.7699220779220779,0.9958571428571428,0.7925155844155845,0.01200000000000001
phone,mixed_hard_router,0.4,0.3,0.39025,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,mixed_hard_router,0.4,0.3,0.34596774193548374,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.4,0.4,0.4,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.4,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.4,0.4,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.4,0.4,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.4,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.4,0.4,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.4,0.4,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.4,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.4,0.4,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.4,0.5,0.4170716309329893,400,400,350,350,0.26472727272727276,0.22285714285714286,0.17714285714285716,0.9928,0.9989142857142856,0.7699220779220779,0.9958571428571428,0.7925155844155845,0.01200000000000001
phone,phone_soft_router,0.4,0.5,0.4994393328974644,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.4,0.5,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.4,0.5,0.41675000000000006,400,400,350,350,0.26472727272727276,0.22285714285714286,0.17714285714285716,0.9928,0.9989142857142856,0.7699220779220779,0.9958571428571428,0.7925155844155845,0.01200000000000001
phone,phone_hard_router,0.4,0.5,0.5,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.4,0.5,0.4,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.4,0.5,0.447,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1714285714285714,0.9928,0.9989142857142856,0.7716363636363637,0.9958571428571428,0.7940584415584416,0.01371428571428579
phone,mixed_hard_router,0.4,0.5,0.40974999999999995,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.4,0.5,0.45403225806451614,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.5,0.0,0.4146418453350536,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.5,0.0,0.0028033355126778283,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_soft_router,0.5,0.0,0.5,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.5,0.0,0.41625,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.5,0.0,0.0,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_hard_router,0.5,0.0,0.5,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.5,0.0,0.265,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.5,0.0,0.45125,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09250000000000001,0.956603125,0.9840593750000001,0.8649642857142857,0.9703312500000001,0.8755009821428572,0.0045000000000000595
yue,mixed_hard_router,0.5,0.0,0.22983870967741934,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.5,0.025,0.4189097530683009,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.5,0.025,0.027663168737043962,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.5,0.025,0.5,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.5,0.025,0.42043749999999996,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
