DATASET,METHOD,GROUP,VALUE,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,v18_inv4_conservative,MIX_MODE,sequential,100,100.0,100.0,100.0,0.16000000000000003,0.12,0.19999999999999998,,,0.836,,
dev,v18_inv4_conservative,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.16000000000000003,0.16000000000000003,,,,,,
dev,v18_inv4_conservative,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.19782608695652174,0.2068965517241379,0.25833333333333336,1.0,0.9935344827586207,0.7822076461769116,0.9967672413793103,0.8036636056971516
dev,v18_inv4_conservative,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.14751552795031056,0.27586206896551724,0.20344827586206893,0.9942528735632183,0.9957627118644068,0.8100353394731206,0.9950077927138126,0.8285325847971897
dev,v18_inv4_conservative,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.23015873015873015,0.27586206896551724,0.24166666666666667,0.9913793103448276,0.9935344827586207,0.7572482211275315,0.9924568965517242,0.7807690886699509
dev,v18_inv4_conservative,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.23861283643892336,0.20344827586206893,0.2583333333333333,0.9978813559322034,1.0,0.7625039266081245,0.9989406779661016,0.7861476017439222
dev,v18_inv4_conservative,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3595959595959596,0.30517241379310345,0.2928571428571428,1.0,0.9942528735632185,0.6713103945862567,0.9971264367816093,0.703891998805792
dev,v18_inv4_conservative,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.3452127659574468,0.27586206896551724,0.38997695852534564,0.9885057471264367,0.9639830508474576,0.6552281156705695,0.9762443989869471,0.6873297440022073
dev,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
dev,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.2666666666666667,,,,,
dev,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.28,,,,,
dev,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.3733333333333333,,,,,,,
dev,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.33333333333333337,,,,,,,
dev,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.24,,,,,,,
dev,v18_inv4_scalar_w30,ALL,ALL,400,400.0,350.0,350.0,0.24763636363636365,0.25142857142857145,0.26857142857142857,0.9962285714285715,0.993257142857143,0.7453246753246753,0.9947428571428572,0.7702664935064935
dev,v18_inv4_scalar_w30,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.26888888888888884,0.2666666666666667,0.28,,,0.7282222222222222,,
dev,v18_inv4_scalar_w30,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.28,,0.19999999999999998,,,,,
dev,v18_inv4_scalar_w30,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,v18_inv4_scalar_w30,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.28,0.42000000000000004,0.24,,,0.704,,
dev,v18_inv4_scalar_w30,MIX_MODE,music_only,50,50.0,0.0,50.0,0.28,,0.19999999999999998,,,,,
dev,v18_inv4_scalar_w30,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.24,0.28,,,0.748,,
dev,v18_inv4_scalar_w30,MIX_MODE,sequential,100,100.0,100.0,100.0,0.15333333333333332,0.14,0.16000000000000003,,,0.8473333333333334,,
dev,v18_inv4_scalar_w30,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,v18_inv4_scalar_w30,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.15108695652173915,0.27586206896551724,0.20714285714285713,1.0,0.9935344827586207,0.8071412508031698,0.9967672413793103,0.8261038498607839
dev,v18_inv4_scalar_w30,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.14751552795031056,0.27586206896551724,0.13563218390804596,0.9942528735632183,0.9957627118644068,0.8303801670593275,0.9950077927138126,0.846842929624776
dev,v18_inv4_scalar_w30,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.1952380952380952,0.31034482758620685,0.1380952380952381,0.9913793103448276,0.9935344827586207,0.7988834154351396,0.9924568965517242,0.8182407635467981
dev,v18_inv4_scalar_w30,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.19306418219461696,0.20344827586206893,0.20714285714285716,0.9978813559322034,1.0,0.8006353965874204,0.9989406779661016,0.8204659247252886
dev,v18_inv4_scalar_w30,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3257575757575758,0.30517241379310345,0.2583333333333333,1.0,0.9942528735632185,0.6985867293625915,0.9971264367816093,0.7284407001044932
dev,v18_inv4_scalar_w30,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.3452127659574468,0.27586206896551724,0.32200460829493094,0.9885057471264367,0.9639830508474576,0.6756198207396938,0.9762443989869471,0.7056822785644192
dev,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.22666666666666668,,,,,,
dev,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.30666666666666664,,,,,,
dev,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.2666666666666667,,,,,
dev,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
dev,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.33333333333333337,,,,,,,
dev,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.29333333333333333,,,,,,,
dev,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.18666666666666665,,,,,,,
dev,v18_inv4_local_maximin,ALL,ALL,400,400.0,350.0,350.0,0.23236363636363638,0.26857142857142857,0.25142857142857145,0.9962285714285715,0.993257142857143,0.7546753246753247,0.9947428571428572,0.778682077922078
dev,v18_inv4_local_maximin,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.2511111111111112,0.29333333333333333,0.2533333333333333,,,0.7397777777777778,,
dev,v18_inv4_local_maximin,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.36,,0.24,,,,,
dev,v18_inv4_local_maximin,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,v18_inv4_local_maximin,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.35333333333333333,0.4,0.24,,,0.6713333333333333,,
dev,v18_inv4_local_maximin,MIX_MODE,music_only,50,50.0,0.0,50.0,0.36,,0.24,,,,,
dev,v18_inv4_local_maximin,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.26,0.26,,,0.75,,
dev,v18_inv4_local_maximin,MIX_MODE,sequential,100,100.0,100.0,100.0,0.16000000000000003,0.12,0.18000000000000002,,,0.842,,
dev,v18_inv4_local_maximin,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.12,0.16000000000000003,,,,,,
dev,v18_inv4_local_maximin,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.14021739130434785,0.2068965517241379,0.17261904761904762,1.0,0.9935344827586207,0.8367262797172842,0.9967672413793103,0.8527303758834869
dev,v18_inv4_local_maximin,CHANNEL,mp3_64k,67,67.0,58.0,59.0,0.14751552795031056,0.31034482758620685,0.13563218390804596,0.9942528735632183,0.9957627118644068,0.8234836153351895,0.9950077927138126,0.8406360330730518
dev,v18_inv4_local_maximin,CHANNEL,noisy_flac,66,66.0,58.0,58.0,0.1952380952380952,0.31034482758620685,0.1380952380952381,0.9913793103448276,0.9935344827586207,0.7988834154351396,0.9924568965517242,0.8182407635467981
dev,v18_inv4_local_maximin,CHANNEL,ogg_48k,67,67.0,59.0,58.0,0.22774327122153207,0.23735632183908045,0.1380952380952381,0.9978813559322034,1.0,0.7972285285928465,0.9989406779661016,0.8173997435301721
dev,v18_inv4_local_maximin,CHANNEL,stereo_wav,67,67.0,59.0,58.0,0.3595959595959596,0.30517241379310345,0.24166666666666667,1.0,0.9942528735632185,0.6866675374433995,0.9971264367816093,0.7177134273772204
dev,v18_inv4_local_maximin,CHANNEL,telephone_flac,67,67.0,58.0,59.0,0.19574468085106386,0.27586206896551724,0.2880184331797235,0.9885057471264367,0.9639830508474576,0.7605497158274476,0.9762443989869471,0.7821191841433975
dev,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2666666666666667,,,,,,
dev,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.31999999999999995,,,,,,
dev,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.24,,,,,
dev,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2533333333333333,,,,,
dev,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.28,,,,,,,
dev,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2533333333333333,,,,,,,
dev,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.1333333333333333,,,,,,,
factorial,v18,ALL,ALL,400,400.0,350.0,350.0,0.25527272727272726,0.22285714285714286,0.27428571428571424,0.9928,0.9989142857142856,0.7455064935064936,0.9958571428571428,0.7705415584415585
factorial,v18,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.36,0.26,0.30000000000000004,,,0.6779999999999999,,
factorial,v18,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.19999999999999998,,0.19999999999999998,,,,,
factorial,v18,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.43999999999999995,0.30000000000000004,0.26,,,0.642,,
factorial,v18,MIX_MODE,music_only,50,50.0,0.0,50.0,0.19999999999999998,,0.19999999999999998,,,,,
factorial,v18,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.31999999999999995,0.30000000000000004,0.31999999999999995,,,0.6839999999999999,,
factorial,v18,MIX_MODE,sequential,100,100.0,100.0,100.0,0.24666666666666665,0.18000000000000002,0.30000000000000004,,,0.7506666666666667,,
factorial,v18,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.2873015873015873,0.24137931034482762,0.2928571428571428,1.0,1.0,0.7202162014230981,1.0,0.7481945812807882
factorial,v18,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.23585858585858588,0.20344827586206896,0.32738095238095233,0.9936440677966102,1.0,0.7431667661840076,0.9968220338983051,0.7685322929554375
factorial,v18,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.19574468085106386,0.1724137931034483,0.2540322580645161,1.0,1.0,0.7914352235344235,1.0,0.8122917011809812
factorial,v18,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.24948240165631472,0.24137931034482762,0.20344827586206893,0.9885057471264368,1.0,0.7659484543442565,0.9942528735632183,0.7887788962661527
factorial,v18,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.2554347826086957,0.31034482758620685,0.25833333333333336,0.9762931034482759,0.9913793103448276,0.7327136431784108,0.9838362068965518,0.757825899550225
factorial,v18,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.32971014492753625,0.23735632183908045,0.32738095238095233,0.9915254237288136,0.9923371647509579,0.6894593774541301,0.9919312942398857,0.7197065691327057
factorial,v18,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.28,,,,,,
factorial,v18,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.22666666666666668,,,,,,
factorial,v18,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.30666666666666664,,,,,
factorial,v18,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.30666666666666664,,,,,
factorial,v18,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.3733333333333333,,,,,,,
factorial,v18,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.3733333333333333,,,,,,,
factorial,v18,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.33333333333333337,,,,,,,
factorial,v18_inv4_conservative,ALL,ALL,400,400.0,350.0,350.0,0.24763636363636365,0.19999999999999998,0.2628571428571429,0.9928,0.9989142857142856,0.7573246753246753,0.9958571428571428,0.781177922077922
factorial,v18_inv4_conservative,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.31999999999999995,0.22666666666666668,0.2666666666666667,,,0.7146666666666667,,
factorial,v18_inv4_conservative,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.19999999999999998,,0.19999999999999998,,,,,
factorial,v18_inv4_conservative,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_conservative,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.4,0.28,0.21999999999999997,,,0.6779999999999999,,
factorial,v18_inv4_conservative,MIX_MODE,music_only,50,50.0,0.0,50.0,0.19999999999999998,,0.19999999999999998,,,,,
factorial,v18_inv4_conservative,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.28,0.26,0.26,,,0.73,,
factorial,v18_inv4_conservative,MIX_MODE,sequential,100,100.0,100.0,100.0,0.24,0.18000000000000002,0.28,,,0.76,,
factorial,v18_inv4_conservative,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_conservative,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.2761904761904762,0.1724137931034483,0.2583333333333333,1.0,1.0,0.7499220032840722,1.0,0.7749298029556649
factorial,v18_inv4_conservative,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.2696969696969697,0.20344827586206896,0.32738095238095233,0.9936440677966102,1.0,0.7262475742648156,0.9968220338983051,0.7533050202281646
factorial,v18_inv4_conservative,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.19574468085106386,0.13793103448275865,0.16993087557603687,1.0,1.0,0.8235621900051052,1.0,0.8412059710045947
factorial,v18_inv4_conservative,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.23861283643892336,0.2068965517241379,0.20344827586206893,0.9885057471264368,1.0,0.77827978867709,0.9942528735632183,0.7998770971657029
factorial,v18_inv4_conservative,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.2554347826086957,0.27586206896551724,0.24166666666666664,0.9762931034482759,0.9913793103448276,0.7446101949025488,0.9838362068965518,0.7685327961019491
factorial,v18_inv4_conservative,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.2841614906832298,0.23735632183908045,0.32738095238095233,0.9915254237288136,0.9923371647509579,0.7122337045762832,0.9919312942398857,0.7402034635426435
factorial,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.2533333333333333,,,,,
factorial,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2666666666666667,,,,,
factorial,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.3733333333333333,,,,,,,
factorial,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.31999999999999995,,,,,,,
factorial,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.28,,,,,,,
factorial,v18_inv4_scalar_w30,ALL,ALL,400,400.0,350.0,350.0,0.22472727272727272,0.19999999999999998,0.22857142857142854,0.9928,0.9989142857142856,0.7790649350649351,0.9958571428571428,0.8007441558441559
factorial,v18_inv4_scalar_w30,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.2666666666666667,0.22666666666666668,0.2333333333333333,,,0.7513333333333333,,
factorial,v18_inv4_scalar_w30,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.19999999999999998,,0.24,,,,,
factorial,v18_inv4_scalar_w30,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_scalar_w30,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.39333333333333337,0.28,0.21999999999999997,,,0.6813333333333333,,
factorial,v18_inv4_scalar_w30,MIX_MODE,music_only,50,50.0,0.0,50.0,0.19999999999999998,,0.24,,,,,
factorial,v18_inv4_scalar_w30,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.24,0.24,0.21999999999999997,,,0.766,,
factorial,v18_inv4_scalar_w30,MIX_MODE,sequential,100,100.0,100.0,100.0,0.19999999999999998,0.18000000000000002,0.24,,,0.792,,
factorial,v18_inv4_scalar_w30,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_scalar_w30,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.2761904761904762,0.13793103448275865,0.24166666666666667,1.0,1.0,0.7618185550082102,1.0,0.7856366995073891
factorial,v18_inv4_scalar_w30,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.1909090909090909,0.16954022988505746,0.2928571428571428,0.9936440677966102,1.0,0.7827802657113002,0.9968220338983051,0.8041844425300007
factorial,v18_inv4_scalar_w30,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.149468085106383,0.13793103448275865,0.1359447004608295,1.0,1.0,0.8568963404120079,1.0,0.8712067063708071
factorial,v18_inv4_scalar_w30,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.22774327122153207,0.2068965517241379,0.16954022988505746,0.9885057471264368,1.0,0.7938869850788892,0.9942528735632183,0.8139235739273222
factorial,v18_inv4_scalar_w30,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.29130434782608694,0.27586206896551724,0.20714285714285713,0.9762931034482759,0.9913793103448276,0.737032555150996,0.9838362068965518,0.7617129203255516
factorial,v18_inv4_scalar_w30,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.2841614906832298,0.271264367816092,0.24166666666666667,0.9915254237288136,0.9923371647509579,0.7311663810951667,0.9919312942398857,0.7572428724096387
factorial,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.2533333333333333,,,,,,
factorial,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.19999999999999998,,,,,,
factorial,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.19999999999999998,,,,,
factorial,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.2533333333333333,,,,,
factorial,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.30666666666666664,,,,,,,
factorial,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2666666666666667,,,,,,,
factorial,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.24,,,,,,,
factorial,v18_inv4_local_maximin,ALL,ALL,400,400.0,350.0,350.0,0.21709090909090906,0.2114285714285714,0.21714285714285717,0.9928,0.9989142857142856,0.7840259740259741,0.9958571428571428,0.805209090909091
factorial,v18_inv4_local_maximin,AUDIO_TYPE,mixed,300,300.0,300.0,300.0,0.2666666666666667,0.2466666666666667,0.22666666666666668,,,0.7493333333333333,,
factorial,v18_inv4_local_maximin,AUDIO_TYPE,music,50,50.0,0.0,50.0,0.19999999999999998,,0.16000000000000003,,,,,
factorial,v18_inv4_local_maximin,AUDIO_TYPE,voice,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_local_maximin,MIX_MODE,concurrent,100,100.0,100.0,100.0,0.36,0.28,0.26,,,0.6859999999999999,,
factorial,v18_inv4_local_maximin,MIX_MODE,music_only,50,50.0,0.0,50.0,0.19999999999999998,,0.16000000000000003,,,,,
factorial,v18_inv4_local_maximin,MIX_MODE,partial_overlap,100,100.0,100.0,100.0,0.16000000000000003,0.28,0.18000000000000002,,,0.8099999999999999,,
factorial,v18_inv4_local_maximin,MIX_MODE,sequential,100,100.0,100.0,100.0,0.19999999999999998,0.18000000000000002,0.26,,,0.786,,
factorial,v18_inv4_local_maximin,MIX_MODE,voice_only,50,50.0,50.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
factorial,v18_inv4_local_maximin,CHANNEL,clean_flac,66,66.0,58.0,58.0,0.1952380952380952,0.2068965517241379,0.20714285714285716,1.0,1.0,0.7988587848932676,1.0,0.8189729064039408
factorial,v18_inv4_local_maximin,CHANNEL,mp3_64k,67,67.0,59.0,58.0,0.1909090909090909,0.20344827586206896,0.24166666666666667,0.9936440677966102,1.0,0.7913557993730407,0.9968220338983051,0.8119024228255671
factorial,v18_inv4_local_maximin,CHANNEL,noisy_flac,67,67.0,58.0,59.0,0.16010638297872343,0.13793103448275865,0.10195852534562214,1.0,1.0,0.8617730440103999,1.0,0.8755957396093599
factorial,v18_inv4_local_maximin,CHANNEL,ogg_48k,67,67.0,58.0,59.0,0.19306418219461696,0.24137931034482762,0.10172413793103446,0.9885057471264368,1.0,0.8246748054544157,0.9942528735632183,0.8416326122652961
factorial,v18_inv4_local_maximin,CHANNEL,stereo_wav,66,66.0,58.0,58.0,0.2554347826086957,0.31034482758620685,0.20714285714285713,0.9762931034482759,0.9913793103448276,0.7480707860355537,0.9838362068965518,0.7716473281216535
factorial,v18_inv4_local_maximin,CHANNEL,telephone_flac,67,67.0,59.0,58.0,0.23861283643892336,0.271264367816092,0.24166666666666667,0.9915254237288136,0.9923371647509579,0.75394070821732,0.9919312942398857,0.7777397668195766
factorial,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,0,150,,,,,0.28,,,,,,
factorial,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,1,150,,,,,0.22666666666666668,,,,,,
factorial,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,0,150,,,,,,0.18666666666666665,,,,,
factorial,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,1,150,,,,,,0.28,,,,,
factorial,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,fake_voice_real_music,150,,,,0.28,,,,,,,
factorial,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,real_voice_fake_music,150,,,,0.2666666666666667,,,,,,,
factorial,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,both_fake,150,,,,0.19999999999999998,,,,,,,
